Input_current,Output_voltage,Input_voltage,Duty_Cycle,Power,Irradiance,Temperature
6.81870091226517,58.3730368096373,29.7825061861631,0.485,212.117783245336,1000,25
7.31343665708928,53.8152934942915,23.9901363666088,0.557,180.751131274657,1000,60
6.0565216002485,49.4423794120073,24.2982102114014,0.505,152.417455671341,836,60
5.7355782043348,50.8947288333651,26.9110599763157,0.475,161.503052053846,836,48
5.37632181524447,48.4364133578439,26.1985452593449,0.457,146.294525506249,755,48
5.26762404452664,49.0908463694717,27.4155008738547,0.445,150.354614255372,755,42
3.67571764092204,40.9804888040799,27.3387208734818,0.335,104.788400392922,524,42
3.61585363604502,39.7523846485728,25.9348594061534,0.345,98.5586074339275,524,55
6.46370877566313,51.9948641088058,25.2205350675981,0.513,168.481400427251,905,55
6.3779473135569,54.3201114378752,27.8456117674461,0.489,183.924339302776,905,36
7.34073493319401,57.3654957101187,27.0566436504172,0.525,205.336109309415,1017,36
7.44068948389115,58.2403755699077,27.2803109869402,0.533,212.293918763855,1017,29
6.80073894819819,57.6593373619673,29.2530801262982,0.497,207.310134357243,995,29
7.38699675239715,54.3503521420984,24.0810976196901,0.559,184.792338600023,995,55
5.72860895981385,48.9500634195255,25.1389583755265,0.483,149.335999529897,798,55
5.33119497514751,52.6441552803073,30.6748928665502,0.415,172.754332989771,798,22
6.01609766200185,53.939865437055,28.9551164170194,0.461,181.875981693818,841,22
5.76484694866906,54.3665854360104,30.6992058041729,0.439,184.430834478548,841,18
7.30002609908023,60.1042482715455,29.8558816977882,0.503,225.245830223987,1037,18
7.44838258505419,57.0317150377363,26.4000793067719,0.533,202.623928908032,1037,43
4.62087557151035,46.4045122443046,27.6359670804657,0.401,134.208361659431,675,43
4.78103438653749,48.3622691332118,29.2679798184442,0.393,145.992808122467,675,23
3.8982551132065,44.3853291218583,30.128480806415,0.321,122.911132381521,567,23
3.889810771761,44.8156711941927,30.7894409868238,0.311,125.295399404312,567,18
5.76038649628382,53.8501877033224,30.2286174493799,0.439,180.67169457469,824,18
5.53819876203973,53.2754330090958,30.3012109164626,0.427,176.883193440571,824,24
4.12473775514096,44.4377986585612,28.2993531251846,0.361,123.592732252075,571,24
3.96421992730426,44.3581066502938,29.6991613696232,0.333,122.766315088262,571,25
5.81195751076204,52.8866595732375,28.933818281371,0.455,174.559261517698,817,25
5.54175569953584,54.4640819514189,31.8859512321896,0.411,184.913584064258,817,10
2.67658279112518,37.5067748056103,31.8066441077572,0.153,87.7469157715217,385,10
2.71409709693335,36.7231129812545,29.8696632737429,0.185,84.0711980679541,385,21
7.58622007321537,61.3052317405907,29.8852417441958,0.517,234.347623282777,1096,21
8.08772840105556,58.3585747510988,25.3864166782027,0.567,213.017700637284,1096,44
3.53988751841459,40.0514352050801,27.0360074132979,0.323,100.062697210885,505,44
3.5706336090861,38.5217270776078,24.8660269426584,0.357,92.5795946590382,505,60
5.79728819302511,48.5433454590102,24.4984118804383,0.495,146.915458592865,806,60
5.64375286152815,52.7336139359687,29.6282872328267,0.441,173.494219705791,806,23
4.24452630814355,46.0524064295022,29.9125171561791,0.353,132.314315005298,611,23
4.24811713886728,44.3563033899269,27.6046183330377,0.375,122.67042819717,611,41
6.19937056680856,53.3209673815098,27.4490870988376,0.481,176.990002846651,889,41
6.32275282056412,51.0209965138224,24.8440458320032,0.517,162.306189436188,889,59
2.71658249322098,33.0312712331078,23.9278774665529,0.275,68.2549587737469,371,59
2.70628205960319,34.9881048988244,27.0134719408487,0.229,76.5801990880489,371,35
2.78848643099185,36.3409859908456,28.3952145543742,0.221,82.4507014172259,400,35
2.78831856425366,37.1146460401992,29.6588977634004,0.201,86.0041014067646,400,25
7.38817421925143,59.4996441994019,28.9418884848681,0.511,220.640837445865,1046,25
7.46468414238936,57.6903675689169,26.9209931494242,0.531,207.173241006599,1046,40
2.90553439230954,36.6119321843593,27.6044785839155,0.245,83.6676133105045,415,40
2.90833314234421,36.8721571535605,27.9436660616977,0.241,84.8044345446338,415,37
4.38001795826985,44.2893615445948,26.5758202768911,0.401,122.735281296664,599,37
4.03538878615682,46.2293251929954,31.4193828744512,0.321,133.33824985732,599,16
5.2179221669422,51.4672756544575,30.4059416153662,0.407,165.205710792168,745,16
5.26339217858332,49.1976703550406,27.6402607851021,0.441,150.990656008297,745,38
3.88942514336721,41.7698518339473,26.5202292615766,0.363,109.201764481387,535,38
3.70521737470095,43.6398193419331,30.697969270036,0.295,118.762502400204,535,17
5.27755115595983,51.7924272163751,30.4675393563949,0.413,167.182884305152,757,17
5.24210075586675,51.173549709003,29.8848643278768,0.413,163.245628629101,757,23
6.53507297390217,56.7066164505631,29.5730473803841,0.475,200.388061054697,936,23
6.36878945065392,55.2458626529454,28.5015922908411,0.487,190.192715622556,936,36
5.00450878639697,49.3210662827106,28.7471344495681,0.419,151.731772366764,741,36
5.28861833512825,47.6272051187626,25.8092706154662,0.459,141.460142816601,741,51
7.40363904602605,56.2486277245137,25.8600931751153,0.545,197.241710586512,1049,51
7.78701535623396,56.9124042673345,24.9671037661365,0.563,202.794145207712,1049,46
3.33982421931749,38.0525210859522,25.8904238915094,0.321,90.4885981310853,460,46
3.21004838795971,38.9949136021238,28.3128071094643,0.273,94.8937307107979,460,35
4.68869938983063,46.7534857088407,27.9008832834256,0.401,136.320535014101,662,35
4.8196364849654,44.6160717045121,24.7505768261956,0.443,124.301301391002,662,55
3.89025602825988,41.1139211602258,25.8311085226781,0.369,105.393572019826,560,55
3.89953725721196,40.8204594554841,25.4005162580917,0.375,103.844845461385,560,58
5.67991670755389,48.6192079339488,25.0190836268832,0.487,147.325314505125,799,58
5.80581411634194,51.4544863976722,27.2936591398699,0.471,165.49051799566,799,33
2.6415259214631,35.414116416116,28.5851420480111,0.195,78.2967656545523,377,33
2.68939805807185,36.0857684104558,29.1007224547188,0.193,81.3682368214889,377,24
2.77303194099098,37.0604099268623,29.7238455593579,0.197,85.6919330355298,397,24
2.91781242917574,34.3863562252024,24.147380689179,0.299,73.9376586854108,397,57
4.09510421119305,42.0580287291991,25.6502584254506,0.387,110.272783220897,592,57
4.20247950003968,44.228929664392,27.8279937159387,0.369,122.064121952283,592,35
2.94971861421773,37.3719994953948,28.3717330212073,0.243,87.1913426828343,423,35
2.97349219382929,35.759067498523,25.7210993475781,0.283,79.8169475020361,423,54
3.29520791684889,38.0113627092852,26.051691957541,0.317,90.1378717881068,477,54
3.28853415918844,40.9540369595357,30.525919933417,0.257,104.680154150439,477,20
4.2352896319427,46.9717968137462,30.8747496241877,0.345,137.63206075564,628,20
4.3362005219632,47.4353091852663,30.9714091354444,0.345,140.24647055436,628,15
2.61391309727329,36.8427279240235,31.2387854028062,0.151,84.7311358209817,379,15
2.6432729981588,36.7670055961537,30.8677352112134,0.159,84.4011943686477,379,16
5.95912507221794,55.8681653444875,31.1894016524714,0.445,194.669275168147,882,16
6.49109340592871,53.2543037881905,26.1090297424068,0.511,177.40785880593,882,39
6.02010003804277,51.7796171550134,26.7676731985624,0.485,167.421106528624,831,39
5.60050934484697,52.4966426866342,29.1128896350107,0.447,171.767874784209,831,33
3.30904245178633,40.0069164507386,28.8419237414265,0.281,99.8865047014679,480,33
3.32567718279229,40.3432722717634,29.2666593316361,0.277,101.576371912803,480,29
2.74777183775382,36.6314691260589,29.2228120584756,0.201,83.7291146476273,396,29
2.78410734802542,35.1042591840929,26.4460236860251,0.245,76.9051942597469,396,48
4.50215776365055,45.2079322822235,26.9263029985682,0.401,127.354015524379,655,48
4.62064186279792,46.7057790956902,28.2462004639162,0.393,136.007904123519,655,33
5.04522979453725,48.1448066649162,27.4610005440469,0.431,144.867150920101,697,33
4.95657123384394,46.7699181411003,26.5197185847317,0.435,136.458320473751,697,46
3.52259576462006,39.7470208046348,26.7982437899836,0.327,98.5749931116357,502,46
3.51075398381425,38.7114225996248,25.4238624327114,0.341,93.4517719034306,502,57
7.39909164782143,54.2907110613389,24.0736696351498,0.559,184.207667071098,1003,57
7.005945113297,55.091081215635,26.0977362724009,0.531,189.239560758324,1003,51
5.64590398646001,49.4732767046601,25.9879515013934,0.471,152.392186970526,799,51
5.4836782140838,53.6222906475013,31.4383918869248,0.417,179.409507831015,799,12
2.59695068484325,36.4529416185776,31.1029313658258,0.149,82.9392578572872,367,12
2.57435799388642,32.8512191016019,25.0224714103024,0.237,67.3617196307734,367,59
7.39471504273884,54.5643014850219,24.4228436795298,0.553,185.546053497107,1025,59
6.96373124223034,55.2680529275596,26.0130537502124,0.523,190.076468322526,1025,55
4.8829611560169,45.5641086219124,25.5200549057135,0.443,129.510029520966,690,55
4.71289486391506,46.9851244349648,27.8124101230419,0.411,137.758799849331,690,42
2.84814249335009,35.4468887745328,26.3088083750247,0.257,78.5969624485542,393,42
2.81808330953686,37.8850888641699,30.3409667758589,0.197,89.8218317740138,393,10
2.97011082399694,39.5957918980048,31.684629280594,0.199,97.809348874969,429,10
3.15283303406473,35.5789145910681,23.9168818289448,0.329,79.1507926257333,429,59
7.45925728877157,56.5331608587935,25.441440007491,0.543,198.794393027699,1099,59
7.55359676122723,60.5236114854846,29.0293995114199,0.515,227.927257733265,1099,29
7.31530744815848,57.7800425343014,27.2890467968874,0.529,208.937750411015,1000,29
7.11368240145952,57.6852794771166,28.2394893909077,0.513,207.525843546919,1000,30
5.47680976310956,52.2383446719204,29.4931862480419,0.433,170.061895399615,812,30
5.8952880695753,51.494439379982,26.9196969633409,0.475,165.81781966416,812,36
2.57910476581905,34.8516153021112,28.2216185409794,0.189,75.8169271681535,370,36
2.5886380332832,34.6984008118751,27.8724227229706,0.195,75.1512315620585,370,38
4.14883467336679,43.938355444431,27.8280488984754,0.367,120.453954712333,592,38
4.35864279279365,41.9297616838631,24.0836355998727,0.427,109.920850139641,592,58
5.12010200348838,45.5041974385903,24.2438720326617,0.469,129.422434687997,698,58
4.98886754197453,46.0459933488312,25.5221644865096,0.445,132.245996813292,698,53
2.99451881937166,35.9108754298343,25.6953296321808,0.283,80.4213004806846,424,53
2.99792110390698,37.5062520356126,28.1281695346029,0.249,87.7428786523251,424,34
5.42343989170629,50.7125101380823,28.381249750021,0.437,160.304342275391,778,34
5.4342429978515,48.5017772071206,25.8488210851277,0.463,146.499882685275,778,54
4.15599602432602,42.4045053111594,25.8662509313907,0.393,112.186781928024,594,54
4.15549418907107,44.8841432832751,28.949466334154,0.353,125.626672515401,594,29
4.88572224133004,48.229954266684,28.5020838038788,0.407,145.167872003599,688,29
4.77000204923957,49.8829289122759,31.2114528692211,0.373,155.103566994738,688,12
5.63045006758003,53.0958165757347,29.7270632624294,0.441,176.406571621027,783,12
5.69368842358843,51.7684541343077,27.8875396107531,0.459,167.761436754602,783,25
2.9390440727445,37.4007281990689,28.3447834738956,0.243,87.5176388121821,406,25
2.9153210342458,37.3119895574824,28.5382512438547,0.235,87.0936440342561,406,26
